age_band_id,age_band_label,min_months,max_months,age_band_is_active,stage1_wrapper_ux_slug,stage1_wrapper_ux_label,stage1_wrapper_rank_in_band,stage1_mapping_is_active,development_need_slug,development_need_canonical_name,stage1_why_it_matters_ux_description,stage2_category_type_slug,stage2_category_type_label,stage2_category_type_name,stage2_play_ideas_rank,stage2_play_idea_mapping_rationale,stage3_product_name,stage3_product_brand,stage3_product_rank_in_category,stage3_product_mapping_rationale,optional_need_meta_stage_anchor_month,optional_need_meta_stage_phase,optional_need_meta_stage_reason,optional_category_image_url,optional_category_safety_notes,ref_ux_wrapper_uuid,ref_development_need_uuid,ref_category_type_uuid,ref_product_uuid
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",stacking-nesting-toys,Stacking and nesting toys,Stacking and nesting toys,3,Stacking becomes more intentional and complex around age 2 with improved coordination.,"Wooden Safari Stacking Toy, FSC-Certified (Beech Wood & MDF)",John Lewis,4,"Stacking becomes more intentional and complex around age 2 with improved coordination. | Product note: Develops fine motor skills and hand-eye coordination, introduces animal shapes. | Develops fine motor skills and hand-eye coordination, introduces animal shapes.",26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,cd37e185-eac5-4cc8-922b-ef7e355b058c,cdc424be-4e6c-43ae-ad25-f0f27bb9fb59
25-27m,25–27 months,25,27,true,fine-motor-control-and-hand-coordination,Little hands,3,true,fine-motor-control-and-hand-coordination,Fine motor control and hand coordination,"Using both hands together for tasks, manipulating small objects, turning pages, and operating buttons and switches.",toy-vehicles-transport,Toy vehicles and transport,Toy vehicles and transport,2,Vehicle play popular throughout toddlerhood with increasing complexity in pretend scenarios.,Chad Valley Wooden Vehicles 6 Pack,Chad Valley,1,Vehicle play popular throughout toddlerhood with increasing complexity in pretend scenarios. | Product note: Durable and easy to handle for developing fine motor skills. | Durable and easy to handle for developing fine motor skills.,26,consolidating,At 24 months children hold containers while removing lids; by 30 months they twist doorknobs and turn pages individually.,,,f14e4f09-7208-4594-a98c-ab70978e8bbb,77ad1203-7b23-41fe-825f-e4ca5eb53396,d3dd5a7a-6734-418a-b6d2-932cce8737b0,a71f457c-cf79-4440-a518-26dff270ad04
25-27m,25–27 months,25,27,true,fine-motor-control-and-hand-coordination,Little hands,3,true,fine-motor-control-and-hand-coordination,Fine motor control and hand coordination,"Using both hands together for tasks, manipulating small objects, turning pages, and operating buttons and switches.",toy-vehicles-transport,Toy vehicles and transport,Toy vehicles and transport,2,Vehicle play popular throughout toddlerhood with increasing complexity in pretend scenarios.,Fisher-Price Little People Light-Up Learning Garage Playset,Fisher-Price,2,Vehicle play popular throughout toddlerhood with increasing complexity in pretend scenarios. | Product note: Encourages imaginative play and introduces cause and effect with lights and sounds. | Encourages imaginative play and introduces cause and effect with lights and sounds.,26,consolidating,At 24 months children hold containers while removing lids; by 30 months they twist doorknobs and turn pages individually.,,,f14e4f09-7208-4594-a98c-ab70978e8bbb,77ad1203-7b23-41fe-825f-e4ca5eb53396,d3dd5a7a-6734-418a-b6d2-932cce8737b0,09de0ab7-50c5-4d53-b58a-2d5ca6434521
25-27m,25–27 months,25,27,true,fine-motor-control-and-hand-coordination,Little hands,3,true,fine-motor-control-and-hand-coordination,Fine motor control and hand coordination,"Using both hands together for tasks, manipulating small objects, turning pages, and operating buttons and switches.",toy-vehicles-transport,Toy vehicles and transport,Toy vehicles and transport,2,Vehicle play popular throughout toddlerhood with increasing complexity in pretend scenarios.,VTech Toot -Toot Drivers Campervan,VTech,3,Vehicle play popular throughout toddlerhood with increasing complexity in pretend scenarios. | Product note: Interactive features and sounds promote role-play and imaginative adventures. | Interactive features and sounds promote role-play and imaginative adventures.,26,consolidating,At 24 months children hold containers while removing lids; by 30 months they twist doorknobs and turn pages individually.,,,f14e4f09-7208-4594-a98c-ab70978e8bbb,77ad1203-7b23-41fe-825f-e4ca5eb53396,d3dd5a7a-6734-418a-b6d2-932cce8737b0,63d0e465-081f-4a7e-b66c-a1ac401de26c
25-27m,25–27 months,25,27,true,fine-motor-control-and-hand-coordination,Little hands,3,true,fine-motor-control-and-hand-coordination,Fine motor control and hand coordination,"Using both hands together for tasks, manipulating small objects, turning pages, and operating buttons and switches.",toy-vehicles-transport,Toy vehicles and transport,Toy vehicles and transport,2,Vehicle play popular throughout toddlerhood with increasing complexity in pretend scenarios.,VTech Toot-Toot Drivers Garbage Truck,VTech,4,Vehicle play popular throughout toddlerhood with increasing complexity in pretend scenarios. | Product note: Interactive sounds and music encourage imaginative play and language development. | Interactive sounds and music encourage imaginative play and language development.,26,consolidating,At 24 months children hold containers while removing lids; by 30 months they twist doorknobs and turn pages individually.,,,f14e4f09-7208-4594-a98c-ab70978e8bbb,77ad1203-7b23-41fe-825f-e4ca5eb53396,d3dd5a7a-6734-418a-b6d2-932cce8737b0,640e423f-9650-429a-9913-9d90336fd2b5
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",puppets-puppet-theatres,Puppets and puppet theatres,Puppets and puppet theatres,3,Puppets support language development and help children explore feelings through play.,My First Bear Hand Puppet,The Puppet Company,1,Puppets support language development and help children explore feelings through play. | Product note: Suitable from birth with adult supervision | Suitable from birth with adult supervision,26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,d82ac247-271e-4f0a-ac11-58ccb672b48b,097909e1-478f-4fb3-9305-a22d78a4fc59
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",puppets-puppet-theatres,Puppets and puppet theatres,Puppets and puppet theatres,3,Puppets support language development and help children explore feelings through play.,My First Blue Dinosaur - Eco Hand Puppet,The Puppet Company,2,Puppets support language development and help children explore feelings through play. | Product note: Suitable from birth with adult supervision | Suitable from birth with adult supervision,26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,d82ac247-271e-4f0a-ac11-58ccb672b48b,c8d9791b-1cb2-4914-bf06-816a16c4383d
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",puppets-puppet-theatres,Puppets and puppet theatres,Puppets and puppet theatres,3,Puppets support language development and help children explore feelings through play.,My First Cat Puppet,The Puppet Company,3,Puppets support language development and help children explore feelings through play. | Product note: Suitable from birth with adult supervision | Suitable from birth with adult supervision,26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,d82ac247-271e-4f0a-ac11-58ccb672b48b,f3c90ce6-7dbd-4226-bcbc-7d7a8bdf3c80
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",puppets-puppet-theatres,Puppets and puppet theatres,Puppets and puppet theatres,3,Puppets support language development and help children explore feelings through play.,My First Chimp Puppet,The Puppet Company,4,Puppets support language development and help children explore feelings through play. | Product note: Suitable from birth with adult supervision | Suitable from birth with adult supervision,26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,d82ac247-271e-4f0a-ac11-58ccb672b48b,dc141d37-6304-44c3-bef1-99550bfed008
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",puppets-puppet-theatres,Puppets and puppet theatres,Puppets and puppet theatres,3,Puppets support language development and help children explore feelings through play.,My First Cow Puppet,The Puppet Company,5,Puppets support language development and help children explore feelings through play. | Product note: Suitable from birth with adult supervision | Suitable from birth with adult supervision,26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,d82ac247-271e-4f0a-ac11-58ccb672b48b,78ed80ca-f3a2-4aea-97f9-fecca3ac3e91
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",pegboard-pounding-toys,Pegboard and pounding toys,Pegboard and pounding toys,2,Pounding and pegging support hand-eye coordination and offer physical outlet for energy.,Fisher-Price wooden Pound & Tap Bench & Xylophone music toy,Fisher-Price,1,Pounding and pegging support hand-eye coordination and offer physical outlet for energy. | Product note: Encourages motor skills and musical exploration. | Encourages motor skills and musical exploration.,26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,d8793dd1-951a-4e07-880f-b86bf78a0703,fb73d44c-9c75-4ea4-815d-abb282d90905
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",pegboard-pounding-toys,Pegboard and pounding toys,Pegboard and pounding toys,2,Pounding and pegging support hand-eye coordination and offer physical outlet for energy.,LeapFrog Pound And Pop Truck,LeapFrog,2,Pounding and pegging support hand-eye coordination and offer physical outlet for energy. | Product note: Combines pounding action with a truck for imaginative play and motor skill development. | Combines pounding action with a truck for imaginative play and motor skill development.,26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,d8793dd1-951a-4e07-880f-b86bf78a0703,e9d44359-88ec-4e00-b4e6-bc7796371c02
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",pegboard-pounding-toys,Pegboard and pounding toys,Pegboard and pounding toys,2,Pounding and pegging support hand-eye coordination and offer physical outlet for energy.,Tomy 3 In 1 Fishing Frenzy Bath Toy,Tomy,3,Pounding and pegging support hand-eye coordination and offer physical outlet for energy. | Product note: Encourages hand-eye coordination and imaginative play during bath time. | Encourages hand-eye coordination and imaginative play during bath time.,26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,d8793dd1-951a-4e07-880f-b86bf78a0703,fb7f85cd-c785-4883-8382-c3d122cd18b0
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",scooters-toddlers,Scooters for toddlers,Scooters for toddlers,2,Scooters require balance and coordination building on running skills around 27-30 months.,Globber Go Up Active Lights Eco Scooter,Globber,1,"Scooters require balance and coordination building on running skills around 27-30 months. | Product note: Multi-stage scooter, grows with child, suitable for 12 months to 6 years. | Multi-stage scooter, grows with child, suitable for 12 months to 6 years.",26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,e7d54c17-a47c-433b-b0f8-17c31013a905,f2ed8315-3620-4403-9237-6014199491a1
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",scooters-toddlers,Scooters for toddlers,Scooters for toddlers,2,Scooters require balance and coordination building on running skills around 27-30 months.,Globber Go-Up Foldable Lights Scooter,Globber,2,"Scooters require balance and coordination building on running skills around 27-30 months. | Product note: Converts between push-along ride, trike, and scooter; suitable from 15 months; exceptionally easy to transition between modes; sturdily built; age range 15 months - 9 years | Converts between push-along ride, trike, and scooter; suitable from 15 months; exceptionally easy to transition between modes; sturdily built; age range 15 months - 9 years",26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,e7d54c17-a47c-433b-b0f8-17c31013a905,83c40d71-0cb1-4775-bb9a-9e338789b255
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",scooters-toddlers,Scooters for toddlers,Scooters for toddlers,2,Scooters require balance and coordination building on running skills around 27-30 months.,Micro Scooters Mini Micro Deluxe Scooter,Micro Scooters,3,"Scooters require balance and coordination building on running skills around 27-30 months. | Product note: Easy tilt-to-steer system, lightweight, chunky silicone hand grips, anti-slip footplate, three tough polyurethane wheels, age range 2-5 years | Easy tilt-to-steer system, lightweight, chunky silicone hand grips, anti-slip footplate, three tough polyurethane wheels, age range 2-5 years",26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,e7d54c17-a47c-433b-b0f8-17c31013a905,07f13432-2c23-4011-bafd-73784924406e
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",scooters-toddlers,Scooters for toddlers,Scooters for toddlers,2,Scooters require balance and coordination building on running skills around 27-30 months.,Mini Micro Foldable: Navy,Micro Scooters,4,"Scooters require balance and coordination building on running skills around 27-30 months. | Product note: One-click folding system, adjustable handlebar (2-5 years), lightweight, promotes balance and coordination. | One-click folding system, adjustable handlebar (2-5 years), lightweight, promotes balance and coordination.",26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,e7d54c17-a47c-433b-b0f8-17c31013a905,d74792ec-68b3-43b2-8209-75128ba9f303
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",scooters-toddlers,Scooters for toddlers,Scooters for toddlers,2,Scooters require balance and coordination building on running skills around 27-30 months.,smarTrike Xtend Ride-On Plus Scooter,smarTrike,5,"Scooters require balance and coordination building on running skills around 27-30 months. | Product note: Grows with child (4-in-1: parent-pushed ride-on, toddler ride-on toy, full scooter); extra-large light-up wheels; folds for easy transport and storage; easy to steer; ride-on seat with storage compartment; age range 3-12 years | Grows with child (4-in-1: parent-pushed ride-on, toddler ride-on toy, full scooter); extra-large light-up wheels; folds for easy transport and storage; easy to steer; ride-on seat with storage compartment; age range 3-12 years",26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,e7d54c17-a47c-433b-b0f8-17c31013a905,49738ca4-84ab-4b5c-aa2c-e25019985026
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",scooters-toddlers,Scooters for toddlers,Scooters for toddlers,2,Scooters require balance and coordination building on running skills around 27-30 months.,Zinc My First 3-in-1 Kids Light Up 3 Wheel Scooter - Pink,Zinc,6,"Scooters require balance and coordination building on running skills around 27-30 months. | Product note: 3-in-1 design grows with child, sit-on option for confidence, light-up wheels for stability, and adjustable handlebar. | 3-in-1 design grows with child, sit-on option for confidence, light-up wheels for stability, and adjustable handlebar.",26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,e7d54c17-a47c-433b-b0f8-17c31013a905,be0565ba-d596-416d-af81-e69fd7011907
25-27m,25–27 months,25,27,true,fine-motor-control-and-hand-coordination,Little hands,3,true,fine-motor-control-and-hand-coordination,Fine motor control and hand coordination,"Using both hands together for tasks, manipulating small objects, turning pages, and operating buttons and switches.",push-along-pull-along-toys,Push-along and pull-along toys,Push-along and pull-along toys,2,Push-pull toys support walking confidence and coordination well-established by age 2.,Chad Valley The Sea Push Along Character,Chad Valley,1,Push-pull toys support walking confidence and coordination well-established by age 2. | Product note: Suitable for encouraging walking and imaginative play for 1-4 year olds. | Suitable for encouraging walking and imaginative play for 1-4 year olds.,26,consolidating,At 24 months children hold containers while removing lids; by 30 months they twist doorknobs and turn pages individually.,,,f14e4f09-7208-4594-a98c-ab70978e8bbb,77ad1203-7b23-41fe-825f-e4ca5eb53396,ecbce3b9-3e5d-42e7-826f-26ae853d7344,db5d4c47-1dd6-48c0-9ddc-23a39373d1f4
25-27m,25–27 months,25,27,true,fine-motor-control-and-hand-coordination,Little hands,3,true,fine-motor-control-and-hand-coordination,Fine motor control and hand coordination,"Using both hands together for tasks, manipulating small objects, turning pages, and operating buttons and switches.",push-along-pull-along-toys,Push-along and pull-along toys,Push-along and pull-along toys,2,Push-pull toys support walking confidence and coordination well-established by age 2.,Chad Valley Woodland Multifunction Pull Along Toy,Chad Valley,2,Push-pull toys support walking confidence and coordination well-established by age 2. | Product note: Suitable for developing motor skills and imaginative play for 1-4 year olds. | Suitable for developing motor skills and imaginative play for 1-4 year olds.,26,consolidating,At 24 months children hold containers while removing lids; by 30 months they twist doorknobs and turn pages individually.,,,f14e4f09-7208-4594-a98c-ab70978e8bbb,77ad1203-7b23-41fe-825f-e4ca5eb53396,ecbce3b9-3e5d-42e7-826f-26ae853d7344,b5af4ab7-572f-4e41-a7a2-e515631f4dd7
25-27m,25–27 months,25,27,true,fine-motor-control-and-hand-coordination,Little hands,3,true,fine-motor-control-and-hand-coordination,Fine motor control and hand coordination,"Using both hands together for tasks, manipulating small objects, turning pages, and operating buttons and switches.",push-along-pull-along-toys,Push-along and pull-along toys,Push-along and pull-along toys,2,Push-pull toys support walking confidence and coordination well-established by age 2.,Fisher-Price Little People Push & Play Tractor Musical Toy,Fisher-Price Little People,3,"Push-pull toys support walking confidence and coordination well-established by age 2. | Product note: Suitable for developing motor skills, imaginative play, and cause-and-effect learning for 1-4 year olds. | Suitable for developing motor skills, imaginative play, and cause-and-effect learning for 1-4 year olds.",26,consolidating,At 24 months children hold containers while removing lids; by 30 months they twist doorknobs and turn pages individually.,,,f14e4f09-7208-4594-a98c-ab70978e8bbb,77ad1203-7b23-41fe-825f-e4ca5eb53396,ecbce3b9-3e5d-42e7-826f-26ae853d7344,708c7b75-6ccc-403b-bc1f-41045c40af4f
25-27m,25–27 months,25,27,true,fine-motor-control-and-hand-coordination,Little hands,3,true,fine-motor-control-and-hand-coordination,Fine motor control and hand coordination,"Using both hands together for tasks, manipulating small objects, turning pages, and operating buttons and switches.",push-along-pull-along-toys,Push-along and pull-along toys,Push-along and pull-along toys,2,Push-pull toys support walking confidence and coordination well-established by age 2.,Ms. Rachel Sing Along Microphone,Ms. Rachel,4,Push-pull toys support walking confidence and coordination well-established by age 2. | Product note: Suitable for encouraging musical exploration and imaginative play for 1-4 year olds. | Suitable for encouraging musical exploration and imaginative play for 1-4 year olds.,26,consolidating,At 24 months children hold containers while removing lids; by 30 months they twist doorknobs and turn pages individually.,,,f14e4f09-7208-4594-a98c-ab70978e8bbb,77ad1203-7b23-41fe-825f-e4ca5eb53396,ecbce3b9-3e5d-42e7-826f-26ae853d7344,94b46052-e402-49e3-af46-428b9300677c
25-27m,25–27 months,25,27,true,fine-motor-control-and-hand-coordination,Little hands,3,true,fine-motor-control-and-hand-coordination,Fine motor control and hand coordination,"Using both hands together for tasks, manipulating small objects, turning pages, and operating buttons and switches.",push-along-pull-along-toys,Push-along and pull-along toys,Push-along and pull-along toys,2,Push-pull toys support walking confidence and coordination well-established by age 2.,Ms. Rachel Sing Along Song Player Toy,Ms. Rachel,5,Push-pull toys support walking confidence and coordination well-established by age 2. | Product note: Suitable for encouraging musical exploration and imaginative play for 1-4 year olds. | Suitable for encouraging musical exploration and imaginative play for 1-4 year olds.,26,consolidating,At 24 months children hold containers while removing lids; by 30 months they twist doorknobs and turn pages individually.,,,f14e4f09-7208-4594-a98c-ab70978e8bbb,77ad1203-7b23-41fe-825f-e4ca5eb53396,ecbce3b9-3e5d-42e7-826f-26ae853d7344,8e98e357-0e0c-4c54-b8ef-0497d6052f81
25-27m,25–27 months,25,27,true,fine-motor-control-and-hand-coordination,Little hands,3,true,fine-motor-control-and-hand-coordination,Fine motor control and hand coordination,"Using both hands together for tasks, manipulating small objects, turning pages, and operating buttons and switches.",push-along-pull-along-toys,Push-along and pull-along toys,Push-along and pull-along toys,2,Push-pull toys support walking confidence and coordination well-established by age 2.,Thomas & Friends Large Push Along Ashima Train Engine Toy,Thomas & Friends,6,Push-pull toys support walking confidence and coordination well-established by age 2. | Product note: Suitable for developing motor skills and imaginative play for 1-4 year olds. | Suitable for developing motor skills and imaginative play for 1-4 year olds.,26,consolidating,At 24 months children hold containers while removing lids; by 30 months they twist doorknobs and turn pages individually.,,,f14e4f09-7208-4594-a98c-ab70978e8bbb,77ad1203-7b23-41fe-825f-e4ca5eb53396,ecbce3b9-3e5d-42e7-826f-26ae853d7344,0601541d-bf5d-4cdb-a812-8c18221fef40
25-27m,25–27 months,25,27,true,social-skills-and-peer-interaction,Social skills and peer interaction,10,true,social-skills-and-peer-interaction,Social skills and peer interaction,"Beginning to play with other children, learning to share and take turns, and forming early friendships.",dress-up-costumes-accessories,Dress-up costumes and accessories,Dress-up costumes and accessories,3,Dress-up play supports role-taking and symbolic play emerging strongly around age 2.,Disney Princess Tiana Fancy Dress Costume 2-3 years,Disney Princesses,1,"Dress-up play supports role-taking and symbolic play emerging strongly around age 2. | Product note: Popular character, encourages imaginative play. | Popular character, encourages imaginative play.",26,emerging,"At 24 months children play alongside peers; by 30 months they sometimes play with them, showing gradual shift.",,,66e2ad57-845e-4246-b5fd-4e74e5c6a6d0,d094ff5c-b1d5-4498-bc07-d350c7efeb0e,eccee1fc-e3c4-4ffa-a936-2ba95514f6b6,09e22d01-45f0-45d7-b30f-8c1eb9a3321f
25-27m,25–27 months,25,27,true,social-skills-and-peer-interaction,Social skills and peer interaction,10,true,social-skills-and-peer-interaction,Social skills and peer interaction,"Beginning to play with other children, learning to share and take turns, and forming early friendships.",dress-up-costumes-accessories,Dress-up costumes and accessories,Dress-up costumes and accessories,3,Dress-up play supports role-taking and symbolic play emerging strongly around age 2.,Halloween Ghost Fancy Dress Costume With Headband 2-3 years,Tu,2,"Dress-up play supports role-taking and symbolic play emerging strongly around age 2. | Product note: Simple and fun, good for Halloween or general play. | Simple and fun, good for Halloween or general play.",26,emerging,"At 24 months children play alongside peers; by 30 months they sometimes play with them, showing gradual shift.",,,66e2ad57-845e-4246-b5fd-4e74e5c6a6d0,d094ff5c-b1d5-4498-bc07-d350c7efeb0e,eccee1fc-e3c4-4ffa-a936-2ba95514f6b6,a6590eca-ba9d-4ff5-91fc-a89b36ab2144
25-27m,25–27 months,25,27,true,social-skills-and-peer-interaction,Social skills and peer interaction,10,true,social-skills-and-peer-interaction,Social skills and peer interaction,"Beginning to play with other children, learning to share and take turns, and forming early friendships.",dress-up-costumes-accessories,Dress-up costumes and accessories,Dress-up costumes and accessories,3,Dress-up play supports role-taking and symbolic play emerging strongly around age 2.,"Melissa & Doug Kids' Police Officer Costume, 3 years",Melissa & Doug,3,Dress-up play supports role-taking and symbolic play emerging strongly around age 2. | Product note: Encourages role-playing and learning about professions. | Encourages role-playing and learning about professions.,26,emerging,"At 24 months children play alongside peers; by 30 months they sometimes play with them, showing gradual shift.",,,66e2ad57-845e-4246-b5fd-4e74e5c6a6d0,d094ff5c-b1d5-4498-bc07-d350c7efeb0e,eccee1fc-e3c4-4ffa-a936-2ba95514f6b6,df8169e1-09ec-4ba9-a086-fb3faa3168ef
25-27m,25–27 months,25,27,true,social-skills-and-peer-interaction,Social skills and peer interaction,10,true,social-skills-and-peer-interaction,Social skills and peer interaction,"Beginning to play with other children, learning to share and take turns, and forming early friendships.",dress-up-costumes-accessories,Dress-up costumes and accessories,Dress-up costumes and accessories,3,Dress-up play supports role-taking and symbolic play emerging strongly around age 2.,"Rubies Kids' Bluey Costume, Blue",Rubies,4,"Dress-up play supports role-taking and symbolic play emerging strongly around age 2. | Product note: Popular character, comfortable all-in-one design. | Popular character, comfortable all-in-one design.",26,emerging,"At 24 months children play alongside peers; by 30 months they sometimes play with them, showing gradual shift.",,,66e2ad57-845e-4246-b5fd-4e74e5c6a6d0,d094ff5c-b1d5-4498-bc07-d350c7efeb0e,eccee1fc-e3c4-4ffa-a936-2ba95514f6b6,1561f2f4-3e52-40f2-8aa7-139e258922ce
25-27m,25–27 months,25,27,true,social-skills-and-peer-interaction,Social skills and peer interaction,10,true,social-skills-and-peer-interaction,Social skills and peer interaction,"Beginning to play with other children, learning to share and take turns, and forming early friendships.",dress-up-costumes-accessories,Dress-up costumes and accessories,Dress-up costumes and accessories,3,Dress-up play supports role-taking and symbolic play emerging strongly around age 2.,Spidey And His Amazing Friends Marvel Spidey Deluxe Spider-Man Children's Costume,Rubies,5,"Dress-up play supports role-taking and symbolic play emerging strongly around age 2. | Product note: Popular superhero, encourages imaginative play. | Popular superhero, encourages imaginative play.",26,emerging,"At 24 months children play alongside peers; by 30 months they sometimes play with them, showing gradual shift.",,,66e2ad57-845e-4246-b5fd-4e74e5c6a6d0,d094ff5c-b1d5-4498-bc07-d350c7efeb0e,eccee1fc-e3c4-4ffa-a936-2ba95514f6b6,b30986de-abad-4129-aae6-ef9f080884db
